"two_year_recid","prior_counts","s","race","age","gender","u_hat"
0,1,1,1,0.636393188139996,0,-0.315788491062007
1,3,1,0,-0.898010909991414,1,0.374421808070983
1,2,1,1,-1.23898959846506,0,0.0597635548301354
0,3,1,0,1.23310589296888,0,0.353490761801253
0,0,1,1,-0.471787549399356,0,-0.872625071780226
0,1,1,0,1.48883990932411,1,-0.348269142212239
1,4,1,1,0.210169827547938,0,0.595919814896149
0,1,1,1,-0.72752156575459,0,-0.327568124701755
1,15,1,1,1.57408458144252,0,1.64811800952451
0,1,1,1,1.06261654873205,0,-0.345001596527773
1,0,1,1,0.295414499666349,0,-0.854321424484492
0,1,1,1,-0.812766237873002,0,-0.321501057745991
1,1,1,1,-1.15374492634665,0,-0.340668858569906
0,0,1,1,1.14786122085047,0,-0.885436945528417
0,0,1,1,-0.898010909991414,1,-0.891910104763049
1,0,1,1,-1.06850025422824,0,-0.812392594653697
0,2,1,0,0.295414499666349,0,0.100215210107118
1,0,1,1,-0.983255582109825,0,-0.892476321822229
0,2,1,1,1.65932925356094,0,0.0599007509926377
0,1,1,1,-0.898010909991414,0,-0.329906869036707
1,0,1,0,0.806882532376819,1,-0.896585582563403
0,0,1,0,2.51177597474505,0,-0.876222884991738
1,5,1,0,0.295414499666349,0,0.741161194163542
0,0,1,1,0.892127204495231,1,-0.901626919468534
0,1,1,1,1.23310589296888,0,-0.355477065517825
0,0,1,1,-0.130808860925709,0,-0.94965407891909
0,2,1,1,0.806882532376819,0,0.0701728478147842
0,3,1,1,1.4035952372057,0,0.369061896880973
0,0,1,1,1.31835056508729,0,-0.885017954001836
0,2,1,0,-0.130808860925709,0,0.0397079018406124
0,0,1,0,1.65932925356094,1,-0.893215379425075
1,3,1,1,-0.557032221517767,0,0.338064835098055
1,17,1,1,0.636393188139996,0,1.73399757244736
0,3,1,0,-0.0455641888072973,0,0.365310715127124
1,2,1,0,0.295414499666349,0,0.0815926237840183
1,1,1,1,-1.15374492634665,0,-0.294340140513382
0,5,1,1,-0.130808860925709,0,0.767083855048084
1,9,1,1,-0.216053533044121,0,1.22238712096799
0,1,1,0,0.892127204495231,0,-0.34334484610918
1,1,1,0,-0.386542877280944,0,-0.358906073574065
0,0,1,1,-0.471787549399356,1,-0.853232714424182
1,0,1,0,1.4035952372057,1,-0.85714057423366
0,0,1,1,-0.557032221517767,1,-0.862485523728713
0,1,1,0,-0.642276893636179,0,-0.320795651984226
1,16,1,1,-0.557032221517767,0,1.69444142451381
0,0,1,1,-0.386542877280944,1,-0.874362293893549
0,0,1,1,-0.216053533044121,0,-0.859809411979619
0,5,1,0,-0.642276893636179,0,0.727637669871819
1,1,1,1,-1.15374492634665,0,-0.331282182647258
0,0,1,1,-1.15374492634665,0,-0.902399929565889
1,0,1,0,-0.0455641888072973,1,-0.885900288068496
1,7,1,1,-0.898010909991414,0,1.02842021787752
0,0,1,0,-0.216053533044121,0,-0.927690544102927
1,5,1,0,0.295414499666349,1,0.75457814704317
0,3,1,1,1.82981859779776,0,0.356864282200791
0,0,1,1,0.806882532376819,1,-0.902067350689676
1,1,1,1,-0.301298205162532,0,-0.286137045193026
0,6,1,0,-0.812766237873002,1,0.897153095401147
0,0,1,1,-1.23898959846506,1,-0.918802415191421
0,1,1,1,0.0396804833111143,0,-0.307664932010028
1,1,1,1,-0.130808860925709,0,-0.324738354033916
0,0,1,1,-0.898010909991414,0,-0.879456092767461
0,2,1,1,0.465903843903173,1,0.0637098371376617
1,9,1,1,-0.642276893636179,0,1.24556604333984
1,9,1,1,0.295414499666349,0,1.21671037738667
1,0,1,0,-1.23898959846506,0,-0.913957554058653
1,9,1,1,-0.386542877280944,0,1.22157087021366
1,9,1,0,0.124925155429526,0,1.20735387309048
1,2,1,1,-0.983255582109825,0,0.091297391962577
1,21,1,1,0.380659171784761,0,1.90383071395436
1,3,1,0,-0.471787549399356,0,0.354640707978641
1,2,1,0,2.00030794203458,0,0.0927721289203495
0,2,1,1,-0.983255582109825,0,0.0937165561306944
1,3,1,0,-0.983255582109825,0,0.37504324007642
0,5,1,1,2.8527546632187,1,0.717330890892215
0,2,1,0,-0.72752156575459,1,0.0752379113257788
1,0,1,1,1.4035952372057,0,-0.928669758085185
0,0,1,1,-0.812766237873002,0,-0.869731322688686
1,5,1,1,0.465903843903173,0,0.740627781296775
0,14,1,1,1.4035952372057,0,1.58544805429013
1,2,1,1,-0.642276893636179,0,0.0709030081229184
1,11,1,1,1.23310589296888,0,1.38723153090818
0,0,1,1,0.124925155429526,0,-0.884588365833839
0,0,1,1,-1.23898959846506,0,-0.876308964731627
1,2,1,1,-1.15374492634665,0,0.0655008592377893
0,0,1,1,-0.301298205162532,1,-0.878912875426186
0,0,1,1,1.91506326991617,0,-0.900969480149088
1,8,1,0,2.25604195838982,1,1.13872875791802
1,3,1,1,0.0396804833111143,0,0.345474844004201
1,3,1,1,1.65932925356094,0,0.358640300080132
0,0,1,0,0.380659171784761,0,-0.854463337370706
0,1,1,1,-0.898010909991414,0,-0.327267076759848
1,0,1,1,-0.471787549399356,1,-0.868451558027128
1,8,1,1,1.14786122085047,0,1.11817730281369
1,6,1,1,-0.386542877280944,0,0.870095217096681
1,10,1,1,-0.72752156575459,0,1.32200136176778
1,12,1,1,0.210169827547938,0,1.44708727716598
1,4,1,1,-0.72752156575459,0,0.600282094382334
1,7,1,1,-0.471787549399356,0,1.02898016749343
1,1,1,1,-0.72752156575459,0,-0.325122380190623
0,2,1,1,2.17079728627141,0,0.0583893953955847
1,2,1,0,-0.642276893636179,0,0.0777705763029135
0,1,1,0,-1.06850025422824,0,-0.326737741409171
0,3,1,1,-0.557032221517767,0,0.334390995084971
1,13,1,1,-0.130808860925709,0,1.51854604213379
0,2,1,1,-0.557032221517767,0,0.0670564752908813
1,0,1,0,1.74457392567935,0,-0.866925271892835
1,6,1,1,-1.15374492634665,0,0.891221936983855
1,2,1,1,-0.557032221517767,0,0.0529269958890496
0,0,1,1,-1.06850025422824,1,-0.861169557949729
1,6,1,0,-0.471787549399356,1,0.882969379250583
1,2,1,1,-0.898010909991414,0,0.0987061808842412
1,12,1,1,1.31835056508729,0,1.45839026764544
1,1,1,1,-0.898010909991414,0,-0.274565153237343
0,1,1,1,1.06261654873205,0,-0.259881896632328
0,6,1,0,1.65932925356094,0,0.91949448724666
0,0,1,0,0.636393188139996,1,-0.89535677209562
0,5,1,0,0.0396804833111143,0,0.747959372160779
1,0,1,1,-0.386542877280944,0,-0.84683227481754
0,1,1,0,1.57408458144252,0,-0.288063775518217
0,2,1,1,-0.301298205162532,1,0.0865928315023245
1,0,1,1,-0.301298205162532,0,-0.855303401429312
0,4,1,1,-0.983255582109825,0,0.572523556639612
0,9,1,1,1.06261654873205,0,1.2242015053796
1,9,1,1,-0.898010909991414,0,1.22754750860448
0,2,1,1,-1.06850025422824,1,0.0873412459702405
0,1,1,1,0.892127204495231,0,-0.294527102408473
0,2,1,1,-0.386542877280944,1,0.0776730718854466
1,5,1,1,-0.386542877280944,0,0.747646616821906
1,22,1,0,0.721637860258407,1,1.93864458665595
0,0,1,1,1.31835056508729,0,-0.867153999967724
1,2,1,1,-0.898010909991414,1,0.0883710108985817
0,3,1,0,0.636393188139996,1,0.341922870253551
1,1,1,0,-0.471787549399356,1,-0.342947432385902
0,0,1,1,-0.301298205162532,0,-0.876008449830896
1,5,1,1,-0.812766237873002,0,0.772421324717961
0,4,1,1,0.124925155429526,0,0.590611083278604
1,1,1,1,-0.898010909991414,0,-0.325215558949554
0,5,1,0,-0.557032221517767,0,0.764123102453587
1,0,1,0,-0.301298205162532,0,-0.839626421764314
0,0,1,1,-0.983255582109825,0,-0.891740044608908
1,4,1,0,-0.471787549399356,0,0.585932761491459
1,11,1,1,1.4035952372057,0,1.4059776808366
0,1,1,1,-0.0455641888072973,0,-0.299954637821442
1,12,1,1,-0.471787549399356,0,1.46505954783867
1,13,1,1,0.380659171784761,0,1.52666495701814
0,0,1,1,0.124925155429526,1,-0.877292899511072
1,15,1,1,2.08555261415299,0,1.63663143512131
1,3,1,1,-0.983255582109825,0,0.34835849955587
0,15,1,1,-0.301298205162532,0,1.63971600589589
0,0,1,0,1.57408458144252,0,-0.917806808737164
0,12,1,1,-0.0455641888072973,0,1.45080178515376
0,1,1,1,2.42653130262664,1,-0.298215852911113
1,0,1,1,-1.15374492634665,0,-0.915651055338725
1,0,1,1,-1.15374492634665,1,-0.899860030805234
1,28,1,0,1.06261654873205,0,2.13797416922419
1,7,1,1,-0.0455641888072973,0,1.03427958670526
1,4,1,0,2.00030794203458,0,0.59065282753265
1,4,1,1,0.465903843903173,1,0.581816664405316
1,16,1,1,0.124925155429526,0,1.69323018396744
0,0,1,1,-0.983255582109825,1,-0.864142203615252
1,5,1,1,-0.0455641888072973,0,0.738664868847149
0,13,1,0,1.82981859779776,0,1.52214905376711
0,0,1,0,1.48883990932411,1,-0.889751545250326
0,0,1,1,1.82981859779776,0,-0.845055255618581
0,0,1,1,0.210169827547938,1,-0.898196706572708
0,0,1,0,1.31835056508729,1,-0.857084807176681
1,1,1,1,-0.812766237873002,0,-0.337643016750378
1,0,1,1,-1.06850025422824,0,-0.892388733774459
1,0,1,0,0.721637860258407,1,-0.865184225771079
0,1,1,0,-0.386542877280944,0,-0.281123610328822
0,0,1,1,-0.471787549399356,0,-0.902695972659231
0,0,1,0,-0.898010909991414,0,-0.863354414283546
1,7,1,1,-0.471787549399356,0,1.02473533997253
0,0,1,0,-0.898010909991414,1,-0.84472973320573
0,0,1,1,3.36422269592917,1,-0.893413717441752
1,8,1,1,-0.642276893636179,0,1.13289755735569
1,1,1,1,0.210169827547938,0,-0.311424440538372
0,5,1,0,-0.471787549399356,0,0.750589386438844
0,5,1,1,0.0396804833111143,1,0.762139230104843
1,1,1,1,-0.471787549399356,0,-0.338468230809309
0,1,1,0,0.124925155429526,0,-0.338257914584486
0,2,1,0,-0.72752156575459,0,0.0631739768156664
0,1,1,1,-0.72752156575459,1,-0.311495837478282
1,11,1,0,0.380659171784761,1,1.39135224173628
1,3,1,1,-1.06850025422824,0,0.363739596236549
0,0,1,0,-0.557032221517767,0,-0.881653148823687
1,1,1,0,1.4035952372057,0,-0.309923362004587
0,0,1,1,0.0396804833111143,1,-0.915259848878537
0,0,1,1,-0.983255582109825,1,-0.878383498691529
1,6,1,1,-0.471787549399356,0,0.894376650043186
1,0,1,1,-1.23898959846506,0,-0.85951710681733
1,1,1,1,-0.898010909991414,0,-0.31597804797026
0,2,1,1,-0.983255582109825,1,0.0693782529613681
0,5,1,1,-0.130808860925709,1,0.760601487570884
1,1,1,0,-1.15374492634665,0,-0.345266961485238
0,3,1,0,2.08555261415299,0,0.363927244237043
1,4,1,0,-0.72752156575459,0,0.584942947776052
0,2,1,1,0.295414499666349,0,0.0861738571192883
0,2,1,1,-0.557032221517767,0,0.0888214249938914
1,2,1,1,-0.983255582109825,0,0.0432804484337956
1,1,1,1,-1.15374492634665,0,-0.310949745521174
1,0,1,1,1.48883990932411,0,-0.909086308506351
1,12,1,1,1.82981859779776,0,1.45237825159616
0,1,1,0,0.465903843903173,0,-0.329628725875493
1,8,1,0,1.14786122085047,1,1.12673266226053
0,0,1,1,-0.72752156575459,1,-0.880770432694589
1,1,1,0,2.68226531898188,0,-0.345148251606924
0,6,1,1,1.65932925356094,1,0.891196146916333
1,4,1,0,-0.301298205162532,0,0.604050261560561
0,0,1,0,-0.0455641888072973,0,-0.869706228907397
1,9,1,1,-0.812766237873002,0,1.22634599482552
0,2,1,0,1.06261654873205,0,0.0793962669027421
1,12,1,1,1.4035952372057,0,1.46254565212601
0,1,1,0,-0.812766237873002,0,-0.322363840318352
1,0,1,1,-0.812766237873002,0,-0.899142589002575
1,2,1,1,-0.301298205162532,1,0.0683155126355736
0,1,1,0,0.124925155429526,0,-0.309991175499974
0,0,1,0,1.23310589296888,0,-0.950504309240944
0,0,1,1,-0.301298205162532,0,-0.903863668731032
0,1,1,0,-0.386542877280944,0,-0.313787704777266
1,3,1,1,-0.471787549399356,0,0.378677713032534
1,6,1,0,1.57408458144252,1,0.890109009460974
1,1,1,1,-1.15374492634665,0,-0.289248097128454
0,0,1,1,-1.15374492634665,0,-0.899885571440087
1,1,1,1,-0.642276893636179,1,-0.299513096805763
0,0,1,1,2.59702064686346,1,-0.874308008568269
0,0,1,0,2.08555261415299,1,-0.872914486378134
0,0,1,1,2.08555261415299,0,-0.880761565225186
0,0,1,1,-0.898010909991414,0,-0.848717403867862
0,0,1,1,0.465903843903173,0,-0.852470081761451
1,0,1,1,1.4035952372057,0,-0.848124461775331
1,10,1,1,-0.0455641888072973,0,1.3177415635648
1,1,1,1,-0.386542877280944,0,-0.320173179513784
0,1,1,1,1.48883990932411,0,-0.30119908063603
1,2,1,1,0.295414499666349,0,0.0766596043337403
0,0,1,1,-1.06850025422824,1,-0.900599082582235
0,0,1,1,0.721637860258407,0,-0.871923684915947
1,5,1,0,-0.216053533044121,0,0.738731041376516
0,0,1,1,1.74457392567935,0,-0.891129981831655
0,2,1,1,-0.72752156575459,0,0.0461601914089498
0,1,1,0,-0.983255582109825,0,-0.2895710156366
0,0,1,1,1.06261654873205,1,-0.837897575579275
1,1,1,0,-0.557032221517767,0,-0.316411996800609
1,0,1,1,-0.642276893636179,0,-0.879692756996564
1,2,1,1,2.25604195838982,0,0.0878582110199942
0,0,1,1,-0.72752156575459,0,-0.90754626304836
1,1,1,0,-0.557032221517767,1,-0.299522348468149
1,0,1,1,0.721637860258407,0,-0.859700434607686
1,21,1,1,-0.130808860925709,0,1.90658415006002
0,0,1,0,-1.15374492634665,0,-0.902049662996766
0,0,1,0,-0.216053533044121,1,-0.913100325698774
1,1,1,1,-1.06850025422824,0,-0.331396240722908
0,3,1,1,1.4035952372057,0,0.369150865482237
1,2,1,1,-1.23898959846506,0,0.0667036777467023
0,2,1,0,0.0396804833111143,0,0.0950139570123507
0,3,1,1,0.210169827547938,1,0.367280124925429
1,0,1,1,-0.557032221517767,0,-0.856945764356524
1,3,1,0,0.551148516021584,0,0.340209065365823
1,0,1,1,-0.898010909991414,0,-0.855822550635833
0,3,1,1,-0.130808860925709,1,0.317603360307195
0,4,1,0,-0.386542877280944,1,0.592122818227057
1,1,1,1,-1.23898959846506,0,-0.298137783605592
0,1,1,1,0.636393188139996,1,-0.2965764585879
1,15,1,1,0.465903843903173,1,1.63725704634978
1,0,1,1,0.380659171784761,0,-0.850365413439009
0,0,1,1,-1.15374492634665,0,-0.882402190114223
1,2,1,0,0.380659171784761,0,0.0535704143887569
0,0,1,0,-0.898010909991414,0,-0.915003560317279
0,0,1,1,0.551148516021584,0,-0.894069764710246
0,1,1,1,0.380659171784761,0,-0.365547226653711
0,3,1,1,-0.898010909991414,1,0.356935020702048
0,1,1,1,-0.898010909991414,1,-0.314975733257362
1,0,1,1,-0.471787549399356,0,-0.905078046587058
1,2,1,0,-0.812766237873002,0,0.0713219315186217
1,0,1,0,-0.983255582109825,1,-0.871631335536215
1,1,1,1,-1.06850025422824,0,-0.318034225399872
1,4,1,1,-0.72752156575459,1,0.577200310344138
1,3,1,1,-0.72752156575459,0,0.35503007021624
1,3,1,1,-0.898010909991414,1,0.329141441765873
0,0,1,1,0.806882532376819,0,-0.881671459902258
1,1,1,0,0.124925155429526,0,-0.300126894252749
1,10,1,0,0.380659171784761,0,1.29924301012188
0,0,1,0,0.636393188139996,0,-0.90828593592594
0,1,1,0,0.892127204495231,0,-0.338569095998331
1,7,1,1,-0.812766237873002,0,1.01788289715786
0,0,1,0,-0.130808860925709,0,-0.888847982911043
0,0,1,0,-0.812766237873002,0,-0.831706099650735
0,5,1,1,-0.216053533044121,0,0.766443369507338
0,0,1,1,-0.983255582109825,0,-0.857970494026577
0,0,1,0,0.380659171784761,0,-0.896018539378395
1,12,1,1,-0.642276893636179,0,1.46131022945167
0,4,1,0,0.0396804833111143,1,0.578336699348453
0,0,1,1,0.295414499666349,1,-0.942494376485955
0,4,1,1,-0.386542877280944,0,0.578036227935276
0,1,1,0,-0.386542877280944,0,-0.327279100594069
0,0,1,0,-0.386542877280944,1,-0.878221628284673
1,18,1,1,-0.72752156575459,0,1.78366494816983
0,2,1,1,-0.301298205162532,0,0.0737441643007568
0,0,1,1,-0.0455641888072973,0,-0.898820466219118
0,0,1,1,-0.812766237873002,1,-0.919275702763941
0,1,1,0,-0.72752156575459,1,-0.30789078389546
1,2,1,1,0.295414499666349,0,0.0698922312281609
0,0,1,1,0.210169827547938,1,-0.834915508185814
0,3,1,0,-0.0455641888072973,0,0.361096153098378
0,0,1,1,0.295414499666349,1,-0.926308878790154
0,0,1,1,-0.301298205162532,1,-0.896831285019831
0,0,1,0,-0.471787549399356,1,-0.855612840104781
1,1,1,0,-1.23898959846506,0,-0.340403591326967
0,0,1,1,-1.06850025422824,0,-0.883298117961047
0,0,1,1,1.4035952372057,1,-0.879087950551802
1,2,1,1,-0.898010909991414,0,0.0578170410569969
1,0,1,1,1.06261654873205,0,-0.848356033027881
1,1,1,1,0.124925155429526,1,-0.35427344276298
0,1,1,1,-1.15374492634665,0,-0.325615889034905
1,3,1,1,-0.812766237873002,0,0.36402828036023
1,5,1,1,-0.983255582109825,0,0.750180502372541
0,0,1,1,-0.983255582109825,0,-0.872429446142581
0,0,1,0,-0.898010909991414,1,-0.865162022726672
1,2,1,0,0.0396804833111143,0,0.0836709126655102
0,0,1,1,-0.983255582109825,1,-0.893024216975444
1,0,1,1,-1.32423427058347,1,-0.869344774376416
1,0,1,0,-0.216053533044121,0,-0.92355992947062
1,0,1,0,0.380659171784761,1,-0.927602341075635
1,12,1,1,-0.386542877280944,0,1.45466501581836
0,2,1,1,-0.130808860925709,0,0.045788427595719
0,0,1,0,0.124925155429526,1,-0.884613855331934
1,8,1,1,-0.471787549399356,0,1.12530956643498
0,0,1,0,0.465903843903173,1,-0.893048847586165
0,4,1,1,1.57408458144252,0,0.595982675835859
0,0,1,0,-0.557032221517767,1,-0.915565297374116
0,2,1,1,0.295414499666349,0,0.0717901628441161
1,9,1,1,-0.642276893636179,0,1.21034770169612
0,0,1,0,1.74457392567935,0,-0.929953203801188
0,1,1,1,-1.06850025422824,0,-0.361141098970633
0,1,1,1,-0.0455641888072973,1,-0.338167332373616
0,1,1,0,1.74457392567935,0,-0.306496372875254
0,2,1,1,-0.898010909991414,0,0.0611399776671449
1,21,1,1,1.06261654873205,1,1.89627805438933
0,0,1,1,0.551148516021584,0,-0.876812961793611
0,0,1,1,0.551148516021584,0,-0.957202865144195
0,12,1,1,2.25604195838982,0,1.4582652755047
0,3,1,1,1.91506326991617,0,0.323868702380564
0,2,1,0,0.295414499666349,1,0.051245514006128
1,13,1,0,-0.812766237873002,0,1.52583661555448
1,0,1,1,-0.983255582109825,0,-0.865695435285501
0,3,1,0,-0.983255582109825,0,0.373892512662423
0,0,1,1,-1.23898959846506,0,-0.840957493243146
0,1,1,0,0.806882532376819,0,-0.355882421380387
0,1,1,0,0.295414499666349,1,-0.296865186590139
1,5,1,1,1.82981859779776,0,0.761954832106374
1,2,1,0,0.721637860258407,0,0.0863698300742026
1,0,1,1,-1.06850025422824,0,-0.893531989700581
0,0,1,1,-0.216053533044121,0,-0.903894546841717
0,0,1,1,-0.471787549399356,0,-0.898044388156236
1,1,1,1,-1.06850025422824,0,-0.284965732807409
1,3,1,1,-0.983255582109825,0,0.349063834236229
0,1,1,0,-0.898010909991414,0,-0.336543738767802
0,0,1,1,0.892127204495231,0,-0.910777198735449
0,2,1,1,-1.15374492634665,0,0.0581104545886503
0,0,1,1,-0.471787549399356,1,-0.897006070396998
1,0,1,0,1.4035952372057,1,-0.903431066320978
1,2,1,1,0.124925155429526,0,0.0760206793993601
0,1,1,1,-0.812766237873002,0,-0.302934789717563
0,13,1,1,0.977371876613642,0,1.52437519988162
1,22,1,1,2.34128663050823,0,1.94914113010518
1,0,1,1,-0.812766237873002,0,-0.895020085632454
0,2,1,0,-0.642276893636179,0,0.0693930306353707
1,3,1,0,-1.06850025422824,1,0.347220819787364
0,1,1,1,0.210169827547938,0,-0.302681463138808
1,0,1,0,-1.15374492634665,0,-0.857068202127563
1,2,1,0,0.380659171784761,1,0.0819965013006941
1,8,1,1,0.721637860258407,0,1.13082681958038
1,0,1,1,-1.06850025422824,0,-0.877941252994754
0,4,1,1,-0.557032221517767,1,0.589273746550926
1,0,1,0,0.721637860258407,0,-0.900945867807334
1,7,1,0,-0.642276893636179,0,1.01430401913091
1,0,1,1,-0.642276893636179,0,-0.85682288863721
1,1,1,0,-0.301298205162532,0,-0.309028563514547
0,0,1,1,-0.557032221517767,1,-0.863375866318596
0,3,1,0,2.00030794203458,0,0.379226422626977
1,0,1,0,-1.06850025422824,0,-0.865213031971576
0,5,1,1,-0.301298205162532,0,0.745066389808291
0,0,1,1,-0.130808860925709,0,-0.897868078219773
1,6,1,1,-0.72752156575459,0,0.918674054425884
0,1,1,1,-0.983255582109825,1,-0.273243390533725
0,11,1,0,-0.216053533044121,0,1.38449340125439
0,0,1,0,-1.06850025422824,0,-0.895960496658385
0,2,1,1,0.0396804833111143,1,0.0567003997338233
1,1,1,0,1.06261654873205,0,-0.325295994275686
0,2,1,1,0.0396804833111143,0,0.0507008504827431
1,17,1,1,-0.471787549399356,0,1.7370694126984
0,1,1,0,1.65932925356094,1,-0.314049871462764
0,0,1,0,-0.471787549399356,0,-0.916782971435801
1,0,1,1,-0.557032221517767,1,-0.842163533921207
1,17,1,1,1.4035952372057,0,1.73221647743078
0,0,1,1,0.124925155429526,1,-0.876955440681161
1,3,1,0,0.0396804833111143,0,0.372790622291989
1,1,1,1,-1.23898959846506,0,-0.325156228579446
0,0,1,1,-0.812766237873002,0,-0.931382594941962
0,2,1,1,-0.471787549399356,0,0.0733715164578844
1,0,1,1,-0.301298205162532,0,-0.898772819641557
0,0,1,0,0.380659171784761,0,-0.88507593954656
1,1,1,1,-0.386542877280944,0,-0.311844879513783
0,0,1,1,-0.983255582109825,1,-0.916131401218103
0,1,1,1,-0.983255582109825,1,-0.319774311384588
0,0,1,1,0.210169827547938,1,-0.868376383002694
1,21,1,1,-0.386542877280944,0,1.90243979478355
1,18,1,1,-0.130808860925709,0,1.78356578547507
1,0,1,1,-1.23898959846506,0,-0.869828910496656
1,9,1,1,-0.386542877280944,0,1.22301886787904
0,1,1,1,-0.983255582109825,0,-0.301783095356588
1,0,1,1,-0.642276893636179,1,-0.872465479060985
0,10,1,1,0.295414499666349,0,1.31134644484528
0,1,1,1,0.636393188139996,0,-0.320691526693421
0,0,1,1,-0.301298205162532,0,-0.899585730561822
1,2,1,1,-0.983255582109825,0,0.049506179746224
1,1,1,0,-0.301298205162532,0,-0.321170027548401
1,1,1,1,0.721637860258407,0,-0.329673301578744
0,0,1,0,0.380659171784761,0,-0.92330565304308
0,0,1,1,-0.301298205162532,0,-0.910175887004658
1,3,1,0,-1.06850025422824,0,0.363346249896862
0,0,1,1,-0.130808860925709,1,-0.880404944562321
1,1,1,1,-0.983255582109825,0,-0.323084850505506
0,0,1,0,-0.471787549399356,1,-0.883850394061389
0,2,1,0,2.34128663050823,0,0.00670552626676556
1,1,1,1,1.82981859779776,1,-0.322644018557046
1,4,1,1,-0.898010909991414,1,0.589417379718619
0,0,1,0,0.806882532376819,1,-0.899542850960452
1,2,1,1,-1.06850025422824,0,0.0603314379992655
1,4,1,1,-0.557032221517767,1,0.58855672914214
0,0,1,1,-0.386542877280944,0,-0.901871837626954
1,1,1,0,-0.216053533044121,0,-0.330885404545387
0,3,1,0,1.4035952372057,0,0.355107566155513
0,0,1,1,-1.15374492634665,0,-0.878177837975184
1,2,1,1,-1.15374492634665,0,0.0767817785203142
1,3,1,1,-0.642276893636179,0,0.36127504953742
0,0,1,1,-0.557032221517767,0,-0.878881738632152
0,0,1,1,-0.301298205162532,1,-0.847823974133267
1,0,1,1,-0.130808860925709,0,-0.872130474685478
0,2,1,0,1.23310589296888,1,0.049512461335114
0,2,1,1,0.551148516021584,1,0.0726205330912684
0,0,1,0,-1.23898959846506,0,-0.881268280165316
1,10,1,1,-0.301298205162532,0,1.30125843050574
1,5,1,1,-0.812766237873002,0,0.725122102328838
1,4,1,1,-0.983255582109825,0,0.584319789827478
0,0,1,0,-0.72752156575459,0,-0.854182372797527
1,6,1,1,0.892127204495231,1,0.891777488714864
0,1,1,0,-0.557032221517767,0,-0.313146261949158
1,13,1,1,-0.557032221517767,1,1.52222544401773
1,0,1,0,0.380659171784761,0,-0.870995669558227
1,1,1,1,2.08555261415299,0,-0.337224846019161
0,4,1,1,1.48883990932411,0,0.579893093351067
0,1,1,1,0.124925155429526,0,-0.343341389769683
1,2,1,1,-0.386542877280944,0,0.0675745388255274
1,0,1,1,-1.15374492634665,1,-0.892612175067789
1,2,1,1,-0.812766237873002,0,0.0679149253114954
0,0,1,1,-1.06850025422824,0,-0.9041531251534
1,20,1,1,2.25604195838982,0,1.86597477785417
0,2,1,0,-0.898010909991414,0,0.0387460938626682
1,2,1,0,-0.72752156575459,1,0.0762107049716582
0,6,1,1,-0.0455641888072973,1,0.913140015340186
1,12,1,1,0.892127204495231,0,1.44563661687994
1,4,1,1,1.65932925356094,0,0.604872279775736
0,8,1,1,1.4035952372057,0,1.14312577008063
0,0,1,1,-0.557032221517767,0,-0.864910941342242
0,0,1,0,-0.983255582109825,0,-0.888613537980156
1,0,1,0,-0.386542877280944,0,-0.924502250377326
1,0,1,1,-0.812766237873002,0,-0.899210593866662
0,2,1,0,-0.812766237873002,0,0.0705453526480958
0,2,1,0,-0.557032221517767,0,0.0608531732044552
1,0,1,1,-0.216053533044121,1,-0.920374016550857
0,7,1,1,0.0396804833111143,0,1.03005789679558
1,0,1,1,1.23310589296888,0,-0.877668695159617
1,5,1,0,0.124925155429526,0,0.767226529436683
1,16,1,1,-0.130808860925709,0,1.69235128991995
0,1,1,1,-0.386542877280944,0,-0.326588722088313
0,1,1,0,2.00030794203458,1,-0.371580686121737
0,2,1,1,-1.06850025422824,0,0.0744195293376762
1,2,1,0,-0.557032221517767,0,0.0898782793805634
1,0,1,1,-0.557032221517767,0,-0.898460419760302
1,6,1,1,-0.72752156575459,0,0.913971699383227
1,3,1,0,0.124925155429526,1,0.360661994726125
0,0,1,0,-0.983255582109825,0,-0.878706237337715
1,0,1,1,-1.06850025422824,0,-0.887507627319524
0,0,1,1,-0.72752156575459,0,-0.839251178621969
0,1,1,1,-0.812766237873002,0,-0.319144663460373
0,2,1,1,0.465903843903173,0,0.104720577266702
1,0,1,1,-0.557032221517767,0,-0.915133286175143
0,1,1,1,1.82981859779776,0,-0.315995697990123
0,0,1,1,0.124925155429526,0,-0.906108664457848
0,0,1,0,1.4035952372057,0,-0.840491965805364
0,9,1,1,0.0396804833111143,1,1.22198491940599
1,0,1,0,-0.898010909991414,0,-0.869113893586608
1,6,1,1,-0.642276893636179,0,0.906717126493124
1,2,1,0,-1.06850025422824,0,0.0790851566776875
1,4,1,0,-0.983255582109825,1,0.591819088992156
1,0,1,0,-0.642276893636179,1,-0.871899529578517
1,8,1,1,-0.301298205162532,0,1.13676623564578
0,3,1,0,-0.812766237873002,0,0.361445611164511
0,0,1,0,1.48883990932411,1,-0.916238440472488
0,0,1,1,0.0396804833111143,0,-0.884784798542024
0,0,1,0,-0.898010909991414,1,-0.883864587013085
0,0,1,1,1.91506326991617,0,-0.872276187401311
0,2,1,0,0.295414499666349,0,0.097567161272775
0,1,1,1,-0.72752156575459,0,-0.308697078420085
1,3,1,1,-1.23898959846506,0,0.34743138253925
0,2,1,1,-0.0455641888072973,0,0.0757722722730127
1,11,1,1,-0.812766237873002,0,1.39408665740046
0,0,1,0,-0.898010909991414,1,-0.893538970909848
1,4,1,0,1.23310589296888,0,0.563535924046055
