"bar_pass_fair","location","UGPA","LSAT","ZFYA","race","gender","u_hat"
1,9,3.6,42,0.07,0,1,-0.553413746980448
1,9,3,40,-0.24,0,1,-0.0504263718113393
1,9,2.6,38,-0.37,0,1,0.211345873334042
1,9,3.3,39,-0.3,0,0,-0.193054220121323
1,9,3,42,-0.42,0,1,-0.0644235855562153
1,9,3.4,38,0.2,0,0,-0.307916745852257
1,9,3.9,38,1.58,0,1,-0.985165954448796
0,9,3.7,37,-0.73,0,0,1.35394532945313
1,9,3.4,30,-0.17,1,0,0.0259234653856183
1,9,3.5,34,0.82,0,0,-0.357945503259965
0,9,3.4,38,-0.06,0,1,1.34900268534849
1,9,3.7,35,0.12,0,1,-0.373238826360564
0,9,2.6,37,-0.88,1,0,1.65656024761124
1,9,3.7,37,0.01,0,0,-0.436194340480889
1,9,3.8,36,-0.93,0,1,-0.215561944379623
1,9,2.7,40,0.47,0,0,-0.040998516972316
1,9,3.1,39,0.36,0,1,-0.214543565479428
1,9,3.4,37,-0.02,0,1,-0.228081432913076
1,9,2.5,43,0.65,1,1,-0.0674714606398876
1,9,3.3,39,0.56,0,1,-0.395038583610371
1,9,2.5,45,0.87,0,1,-0.202194778268591
1,9,2.9,38,-0.7,0,1,0.168717826311484
1,9,2.9,40,1.18,0,1,-0.297288702513276
1,9,3.7,37,0.25,0,1,-0.467779466977705
1,9,3.9,33,-0.42,0,0,-0.319998631954335
1,9,3.5,29,-0.62,1,0,0.110627043120462
1,9,3.4,39,0.47,0,0,-0.442861774698306
1,9,3.2,40,-2.25,0,0,0.204112038245759
1,9,2.7,44,-0.37,1,1,-0.0200327141932933
0,9,2.9,35,-0.86,1,1,1.57960313468658
1,9,3.5,38,-0.79,0,1,-0.167566629624355
0,9,3.6,37,-2.79,0,0,1.56066349494632
1,9,3.3,36,-0.35,0,0,-0.0637458260183276
1,9,3.3,40,0.36,0,0,-0.380849498715909
1,9,3.4,40,0.94,0,1,-0.554443848944425
1,9,3.2,40,1.58,0,1,-0.594216412236388
0,9,2.9,26,-1.55,1,0,1.80812277787876
1,2,3.2,38,-0.04,0,0,-0.129106874136991
1,9,3.4,41,-0.7,0,0,-0.220308887474492
1,9,2.9,43,0.54,0,0,-0.250916640850409
0,9,3.3,37,-1.7,0,1,1.53627706881535
1,9,3.4,42,0.94,0,1,-0.65537833184181
1,9,3.3,40,1.36,0,1,-0.609499763668007
1,9,3,43,0.12,0,1,-0.24152810329051
1,9,3.3,40,1.62,0,0,-0.666145187549034
1,9,3.5,40,1.38,0,0,-0.763976463185602
1,9,3.1,42,0.01,0,0,-0.242678752683961
1,9,3.7,38,2.02,0,1,-0.994840354890169
1,9,3.7,43,0.85,0,0,-0.843569094662823
1,9,3.5,38,-0.13,0,1,-0.291908087184744
1,9,3.6,42,-0.62,0,1,-0.38169887193
1,9,3.7,37,0.74,0,0,-0.617828664257397
1,9,3.4,41,1.25,0,1,-0.709043855010121
1,9,3.2,42,-1.21,0,0,-0.00124025878442903
1,9,3.5,37,0.96,0,0,-0.544084658753496
1,9,3.8,35,0.12,0,0,-0.433035435811196
1,9,3.4,38,-0.53,0,0,-0.149756080317879
1,9,3.5,36,0.36,1,1,-0.362505381107191
1,9,3.9,38,0.76,0,0,-0.81971613241814
1,9,3.3,41,-0.81,0,1,-0.0975556442176828
1,9,3.2,41,0.63,0,0,-0.423747027891746
1,9,3.8,35,-0.06,0,0,-0.398173089084212
0,9,2.7,39,-0.13,0,1,1.51419167989806
1,9,3.9,42,2.31,0,1,-1.36144505671125
1,9,3.2,44,1.49,0,0,-0.731737082121843
1,9,3.7,36,-0.13,0,0,-0.368275030932326
1,9,3.6,32,-1.63,0,0,0.137700423868207
1,9,3,31,-0.88,1,0,0.324270401784777
1,9,3.8,41,1.33,0,0,-0.986123092256346
1,9,3.8,46,1.27,0,0,-1.16012814986063
1,9,3,39,0.29,1,1,-0.124848962748159
1,9,2.9,32,-0.59,1,1,0.294715649807286
1,9,3.7,38,0.4,0,1,-0.587248597083615
1,9,2.7,39,1.22,0,0,-0.181984440658472
1,9,2.9,36,-0.15,0,0,0.0840232387155954
1,9,2.5,41,-0.26,0,0,0.1524237688244
0,9,3.3,26,-1.04,1,0,1.63172183342584
1,9,3.4,41,1.93,0,1,-0.862404114986663
1,9,2.8,32,-2.5,0,0,0.649248474276403
1,9,3.7,38,0.78,1,1,-0.636481896854932
1,9,2.6,45,0.45,0,1,-0.130228005084316
1,9,3.1,40,0.45,0,0,-0.288274803056244
0,9,3.3,40,1.29,0,1,1.2372573204816
1,9,3.5,37,-1.32,0,1,0.00389949650970369
1,9,3.4,41,0.27,0,1,-0.439238338622018
1,9,3.7,40,-0.73,0,0,-0.330249199365342
1,9,3.1,41,0.82,0,0,-0.399470835516097
1,9,2.7,34,-0.46,1,1,0.313738592803516
1,9,2.7,42,1.44,0,1,-0.336597758852647
1,9,3.1,40,1.05,0,1,-0.42532263450928
1,9,3.7,40,-1.59,1,1,-0.17265810920525
1,9,3.6,39,-0.28,0,1,-0.378265752324132
0,9,2.3,34,-2.36,1,0,1.96050441953044
1,9,3.5,43,1,0,1,-0.734766397667768
1,9,3.7,38,-0.15,0,0,-0.419098870603168
1,1,2.6,40,0.39,0,1,0.0548109216658179
1,1,2.8,28,-0.11,0,0,0.368732338831481
1,1,3,35,-2.48,0,1,0.499469516438554
1,1,2.7,39,1.58,1,0,-0.261641816556154
1,1,2.8,37,0.75,1,1,-0.0371138926914496
1,1,3.2,34,1.22,0,1,-0.278297385681565
1,1,2.3,42,0.98,0,1,0.0303849146582625
1,10,2.6,40,-0.68,0,1,0.246893806209275
1,1,3.3,33,-0.68,0,0,0.0799702693197154
1,1,2.8,34,0.53,0,1,0.0553650890996721
1,5,2.5,33,0.75,0,1,0.211675219498817
1,1,3.1,35,0.27,0,1,-0.0294440189046471
1,1,3.4,34,0.87,0,0,-0.323566538657446
1,1,3.3,33,-1.39,0,1,0.257993919995527
1,5,2.9,35,0.15,0,1,0.0745568331530874
1,1,3.2,35,0.15,0,1,-0.0782797751928133
1,1,3.4,33,0.75,0,1,-0.292848139983921
1,1,3.2,35,-1.75,0,1,0.274604057848499
1,1,3.2,32,-0.44,0,0,0.115546043057374
1,1,2.9,36,0.27,0,0,0.00624908407505428
1,1,2.6,39,-0.44,0,1,0.194832332067554
1,1,2.5,38,0.63,0,1,0.0890990985393296
1,1,3.6,36,0.15,1,1,-0.352463471404287
1,1,2.8,36,-0.44,0,1,0.232680252080012
1,3,3.3,34,0.63,0,1,-0.222341352453808
1,1,3.4,34,1.7,0,1,-0.526429028875975
1,1,3.2,34,-0.2,0,1,0.0050425136572069
1,1,2.8,40,0.98,0,0,-0.210279156351565
1,1,3.5,30,-0.2,0,0,-0.0670615753723076
1,1,2.7,37,-0.73,0,1,0.243660450654981
1,1,3.1,33,-0.68,0,0,0.154462851741435
1,1,2.6,38,1.01,0,0,-0.031227326119867
1,1,3.1,29,-0.44,0,1,0.242293512828221
1,1,3,34,-0.2,0,0,0.099119614676633
1,6,2.9,28,1.17,0,0,0.100312304836559
1,1,2.3,36,0.18,0,1,0.304459914897839
1,1,2.6,37,-0.8,0,0,0.303280609198665
1,1,3.3,28,-0.56,0,0,0.220393239167972
1,1,3.2,35,0.87,0,1,-0.269401168466914
1,1,2.7,38,1.17,0,0,-0.13509010284683
1,1,2.7,33,0.63,0,1,0.155591566802687
1,1,3.3,33,0.51,0,0,-0.178133788583876
1,1,2.8,35,0.87,0,1,-0.0370256688712653
1,1,3.5,34,1.01,0,0,-0.426492858710553
1,1,2.5,41,-0.32,0,1,0.165677664801805
1,1,2.9,29,0.03,0,1,0.251007711261869
1,1,3.2,31,-0.96,0,1,0.209117398775345
1,1,3.3,33,-0.2,0,0,-0.00298657778063182
1,1,2.8,27,-0.16,0,0,0.398979584644038
1,5,2.6,30,-1.39,0,0,0.57942130016598
1,1,2.5,37,2.29,0,0,-0.220753032259777
1,1,3.4,34,1.34,0,1,-0.448113141553179
1,1,2.5,37,1.1,0,1,-0.00858044818819313
1,1,3,30,-0.2,0,1,0.227313037697897
1,1,3.1,35,-0.68,0,1,0.146046739079574
1,1,3,40,1.7,0,1,-0.514482600027431
1,1,2.8,39,0.27,0,1,-0.021489007167986
1,1,2.5,36,0.03,0,1,0.233062482841098
1,1,3.1,36,1.1,0,1,-0.259904730092837
1,1,3.7,31,1.22,0,1,-0.496734650316889
1,1,3.4,26,0.75,0,1,-0.0583606040729064
1,1,2.8,35,0.39,0,0,0.0945416606969514
1,3,2.9,41,1.22,0,1,-0.402276221789945
1,6,3.3,33,-0.68,0,1,0.106714353681324
1,1,3,26,0.08,0,1,0.302920086326434
1,1,3.7,31,-0.16,0,0,-0.167295622962037
1,1,3,34,0.39,0,1,0.0146255374343884
1,1,2.8,38,-0.44,0,1,0.171986729649411
1,1,3.1,33,-1.86,0,1,0.387493650783292
1,1,2.9,33,-1.98,0,1,0.497502762413534
1,1,2.8,34,-0.56,0,0,0.281439145913227
1,1,3.2,33,2.29,0,1,-0.530251213089351
1,1,2.8,34,-0.84,1,0,0.326033818496226
1,1,2.6,39,0.51,0,1,0.0292669685038486
1,1,2.9,31,0.41,0,0,0.123449683094771
1,1,2.7,37,-1.51,0,0,0.407624604382004
1,1,3.2,29,1.82,0,1,-0.276832375157542
1,1,2.5,33,-0.2,0,1,0.406068870999888
1,1,3.4,25,-0.58,0,0,0.264520480912292
1,1,2.6,27,-0.13,0,1,0.459455020333561
0,9,2.7,33,-0.8,0,0,1.65760948377235
1,1,2.5,37,-1.27,0,0,0.468468426309658
1,1,3.1,30,0.75,0,1,-0.0265188142955081
1,1,3.4,27,0.11,0,0,0.0402337915223138
1,1,2.6,42,-0.08,0,1,0.0811843278660165
1,1,2.6,34,0.98,0,1,0.0988198597076155
1,1,3.3,39,-0.32,0,1,-0.19383305327859
1,1,3.1,34,-0.2,0,1,0.0697614593665021
1,1,2.9,32,1.82,0,1,-0.1745200201806
1,1,2.9,38,-1.51,0,0,0.268981285025725
1,1,3.6,30,0.3,0,0,-0.19765062234111
1,1,3.6,28,1.51,0,0,-0.4254122741122
1,1,2.6,37,1.1,0,1,-0.00180202218020438
0,5,3.3,34,-0.32,0,0,1.44159066747894
1,1,3.1,37,-0.8,0,1,0.127542354929443
1,10,2.2,39,0.03,0,1,0.291283102046706
1,1,2.8,29,-0.13,0,1,0.328248738119602
1,9,2.7,39,0.39,0,1,0.00696865650184843
1,1,2.7,37,0.15,0,1,0.10730354110524
1,9,3,36,1.53,0,1,-0.338348871588263
1,1,2.4,40,-0.44,0,1,0.272597523936109
1,1,3.4,32,-0.44,0,0,-0.015584174100497
1,1,2.6,34,-1.03,0,0,0.413180103744433
1,1,3.3,33,0.2,0,1,-0.108314712177915
1,1,2.7,37,0.03,0,1,0.148811689454386
1,1,3.3,27,-1.75,0,0,0.422734831998829
1,1,3.4,28,-0.44,0,0,0.123909207292333
1,1,3.3,34,-0.32,0,0,-0.0379906392799413
1,1,2.4,38,-0.63,0,1,0.369014102011508
1,1,2.7,37,-0.06,0,1,0.138628962980546
1,1,3.1,36,-0.84,0,1,0.154921865514729
1,1,2.6,33,-0.2,0,0,0.339597692974852
1,1,3.7,37,1.53,0,0,-0.802661895649407
1,1,2.7,42,1.74,0,1,-0.393681200692316
1,1,2.3,40,0.56,0,1,0.114744485339795
1,1,2.9,37,0.56,0,1,-0.0835594537417666
1,1,2.5,39,-1.63,0,1,0.440546647660024
1,1,2.9,35,0.39,0,0,0.0443967330170733
1,1,2.6,35,-0.8,0,1,0.388082068999432
0,9,3.2,37,-0.32,0,1,1.44178721114653
1,1,3,36,-0.56,0,0,0.138822773191535
1,5,3.6,34,0.27,0,1,-0.333178563208086
1,1,2.9,28,-1.11,0,0,0.45729036738308
1,1,2.2,33,-0.68,0,1,0.580345639140761
1,1,2.9,33,-0.44,0,0,0.230745143952778
1,1,2.6,38,-1.03,0,1,0.344693739325561
1,1,2.7,36,0.51,0,1,0.0921357126574202
1,1,2.7,39,-0.2,0,1,0.118362129550506
1,1,3.3,33,-0.92,0,0,0.137530334996344
1,1,3.5,31,0.3,0,0,-0.171862305501304
1,1,2.6,41,0.63,0,1,-0.0510694943379484
1,1,2.5,44,0.03,0,1,0.0498401162826844
1,1,3.2,38,-1.39,0,0,0.141167369670697
1,1,3,29,0.41,0,1,0.119240044982434
1,1,2.4,36,1.93,0,1,-0.0722761033123125
1,1,2.9,38,-0.7,0,1,0.152971543468962
1,1,3.2,31,0.41,0,1,-0.0229802334060885
1,1,2.6,36,-0.56,0,0,0.317679041104254
1,1,2.3,36,-0.32,0,1,0.411565154519394
1,1,3.2,33,0.87,0,0,-0.17523162317307
1,1,2.5,40,0.15,1,0,0.126101153160901
1,5,2.8,33,1.08,0,0,0.0217407072290555
1,1,3.3,30,1.39,0,0,-0.258252386498613
1,4,3.2,32,1.46,0,1,-0.306783261989014
1,1,3.7,37,2.17,0,1,-0.969651159727909
0,1,2.6,40,-0.08,0,1,1.51155416096817
1,3,2.7,35,-0.18,0,1,0.223714621160763
1,1,3.5,34,1.1,0,0,-0.470612674782401
1,1,2.3,32,-0.68,0,1,0.559187952194385
1,1,3.1,30,0.63,0,1,0.0292815642965464
1,4,2.2,40,-0.68,0,1,0.418565448199711
1,1,2.7,31,-0.32,0,1,0.398979214946186
1,1,3.2,41,0.75,0,0,-0.396274605143428
1,1,3.1,31,-0.44,0,1,0.149350187936802
1,1,2.7,35,1.58,0,1,-0.106467853095016
1,1,3.1,30,-0.11,0,0,0.167249179522772
1,1,2.4,39,0.87,0,1,0.0821756892939518
1,1,3.1,35,-0.08,0,1,-0.00230482804050839
1,1,3.2,38,1.1,0,1,-0.426594546380307
1,1,2.8,36,-0.56,0,1,0.258124362990641
1,1,3.1,30,0.27,0,0,0.0514504669162352
1,1,3.9,36,1.22,0,0,-0.857193883303635
1,1,3.5,31,0.63,0,0,-0.22085264199872
1,1,3.3,33,-0.08,0,1,-0.0511421272513799
1,1,2.7,31,-1.03,0,1,0.459435213182986
1,1,2.9,35,0.98,0,1,-0.0655293590603708
1,1,2.4,34,-0.44,0,1,0.437680546485255
1,1,3.2,33,0.27,0,1,-0.0602604943556391
1,1,2.6,36,0.15,0,1,0.208600214552307
1,1,2.5,31,-1.77,0,1,0.659365624491341
1,1,2.3,37,0.75,0,1,0.19264681047377
1,1,3.3,32,-0.56,0,1,0.0978500519775335
1,1,3.4,34,0.51,0,0,-0.253210781870267
1,1,3.7,27,0.41,0,0,-0.199539172165217
1,1,2.9,35,1.74,0,1,-0.273008975040872
1,1,3.6,35,-1.22,0,0,-0.0618456075300976
0,1,2.3,37,-0.04,0,0,1.61332637246739
1,1,3.2,31,-0.63,0,1,0.185521953922293
1,1,3.3,34,1.15,0,1,-0.3475341495002
1,1,2.4,41,0.34,1,1,0.117927602349922
1,1,3.8,29,1.74,0,0,-0.656247546994828
1,1,3,33,-1.03,0,0,0.325282673857859
0,1,3.2,31,-1.22,0,0,1.59790012162076
1,1,3.1,33,-0.44,0,0,0.157061977164458
0,10,2.6,36,-1.63,0,0,1.70554712187734
1,1,2.8,37,0.63,0,1,-0.0251556356379012
0,1,2.4,37,-0.99,0,1,1.71378918526303
1,1,3,37,0.87,1,1,-0.186062765683963
1,4,3.1,35,1.01,0,1,-0.233238113011917
1,4,3.9,43,2.11,0,0,-1.31866678777834
1,4,3,27,-0.52,0,1,0.337190081930898
1,1,2.5,28,-0.52,0,1,0.534018886909299
1,1,3,33,0.94,0,1,-0.115145803526522
0,9,3.2,31,-0.9,0,0,1.5693272323628
1,1,2.4,28,-0.36,0,1,0.542031553407616
1,4,2.9,31,0.07,0,0,0.19479475757917
0,1,3.1,31,-0.66,0,0,1.57895589615368
1,4,2.4,33,-0.47,0,1,0.469561096324925
1,4,3.2,33,1.01,0,1,-0.193435719324339
0,4,1.8,25,-1.72,1,1,2.26221858477791
1,1,3.2,36,1.34,0,0,-0.389564248535244
1,1,3,33,0.09,0,0,0.122835503063822
1,4,2.7,31,-0.52,0,1,0.372794756116001
1,4,2.7,38,0.51,0,1,0.00389076465640003
1,4,3.4,25,-1.76,0,1,0.444679246568404
0,3,3,36,-0.03,0,0,1.47084050924255
1,4,3.7,33,-1.53,0,0,0.0410422056007564
0,0,2.5,36,-0.05,0,0,1.58111465050319
1,4,3.4,29,-0.36,0,0,0.0708465011048647
1,4,2.8,34,-1.6,1,0,0.447816124408511
1,1,3.4,34,0.56,0,1,-0.296976877965692
1,4,2.8,29,-0.66,0,1,0.420477487098639
1,1,3,27,-1.34,0,1,0.493098277113598
1,1,2.5,34,1.12,0,0,0.117762488597136
0,3,3.9,24,-1.32,0,1,1.52668813955741
1,4,3.1,31,-0.47,0,1,0.217526739523744
1,3,3.7,27,-1.72,0,1,0.240655415703174
1,4,3.3,40,0.51,0,1,-0.41145272535441
1,1,3.2,35,0.75,0,1,-0.218122435918985
1,4,3.6,37,0.84,0,1,-0.560468273865711
1,1,2.7,30,-1.01,0,1,0.47201492132832
1,0,2.7,39,1.24,0,1,-0.182813339724114
0,4,3.7,31,-0.54,0,0,1.40037572514575
1,3,3.1,36,1.08,0,1,-0.280962694656746
1,1,3.1,26,-0.05,0,1,0.274208612163425
1,4,3.1,41,1.34,0,1,-0.504497022395556
1,1,3,33,-0.1,0,0,0.085385172531627
1,4,3,31,-0.85,0,0,0.309391480354689
0,1,3.4,35,-1.51,0,0,1.52728938625501
0,4,2.9,29,-0.82,0,0,1.66700514868343
1,4,4,36,0.84,0,0,-0.819332024548872
1,4,3.7,33,0.58,0,1,-0.420970168674036
0,4,2.5,29,-1.32,0,0,1.85092496127348
1,4,3.5,29,0.16,0,1,-0.0619672082564728
0,3,2.9,35,-0.73,0,1,1.56144793315186
1,4,2.6,33,1.01,0,1,0.13009922096726
1,1,2.9,34,-0.36,0,1,0.164388796276043
1,4,3.6,26,1.64,0,0,-0.394911309171415
1,1,3.3,27,-0.47,0,1,0.222683898590453
0,1,2.5,33,-0.97,0,1,1.74696670420345
1,1,2.4,25,-0.24,0,1,0.60798103894295
1,1,3.2,40,1.99,0,0,-0.697243794719714
1,1,3.2,34,0.33,0,1,-0.118736242791587
1,4,2.3,33,-0.78,0,0,0.559584126961597
1,6,2.7,33,-0.33,0,1,0.335515299270189
1,1,3.6,30,-0.54,0,1,-0.0160318019546928
0,1,2.9,32,-0.43,0,1,1.57521989492304
0,4,3,28,-1.88,0,1,1.76983175127257
1,1,3.7,33,-0.52,0,1,-0.185458247854423
0,3,2.4,35,-0.4,0,1,1.66649359664802
1,1,2.6,35,-0.52,0,1,0.327468849597225
0,4,3.2,35,-0.92,0,1,1.50143538914801
1,9,2.7,44,-0.04,0,1,-0.0540580521437343
1,4,3.7,27,0.75,0,0,-0.249427357705838
1,1,2.8,34,0.51,0,1,0.0653172936298724
1,1,3,42,0.4,0,0,-0.24738297292946
1,1,2.1,30,-0.47,0,1,0.633841523381997
1,1,3.4,32,-0.03,0,1,-0.0743432256341432
1,1,3.4,32,-0.73,0,1,0.0861742085105451
1,3,2.9,31,0.89,0,1,0.0508650078526636
1,1,2.9,33,2.3,0,1,-0.312157112397059
1,4,2.3,41,-0.47,0,1,0.295882014010031
1,1,3,32,1.24,0,1,-0.0968609453573159
0,9,2.6,24,-1.46,1,0,1.92214808295349
1,9,3.1,33,-0.84,0,1,0.184540373383855
1,9,3.2,29,0.58,0,1,-0.00350945967516522
0,5,2.8,30,-0.55,1,0,1.65812163935948
0,9,2.5,27,-1.68,1,0,1.93647733506602
1,9,3.5,32,0.47,0,1,-0.238847948667647
1,1,3.4,35,-0.29,0,1,-0.105340939262993
1,9,3.1,27,0.47,0,0,0.146249459634259
1,9,2.7,30,-0.33,0,1,0.385901020552879
0,10,3.3,31,-1.17,0,0,1.57382536746293
1,9,2.9,31,1.49,0,1,-0.0750814097598772
1,9,3.5,30,0.67,0,0,-0.236845219306561
1,9,2.7,37,-0.51,0,0,0.232248776531932
1,9,4,39,2.08,0,1,-1.23039976724085
1,9,2.3,34,0.59,1,1,0.305760002437954
0,9,2.9,36,0.8,0,1,1.3914853739848
1,9,3.3,36,0.6,0,1,-0.282118822586972
1,10,3.1,25,-1.2,1,1,0.465855012826682
0,9,3.1,33,-1.26,0,0,1.59614461259932
1,9,2.9,31,0.54,0,0,0.131352521983545
1,9,3,35,-0.18,0,0,0.102192076766258
1,10,3.1,33,0.01,0,1,0.0525810495614088
1,9,3.2,32,1.55,0,1,-0.302400730792514
1,9,2.1,31,-0.28,0,1,0.601138660418048
1,5,3.3,33,-0.63,0,0,0.0612904552264859
1,9,2.7,30,-0.76,0,0,0.441349816032594
1,9,3.5,36,1.03,0,1,-0.484208632721422
0,9,2.4,28,-1.46,1,0,1.90200264156305
0,9,3.8,30,-0.08,0,0,1.36398870716346
1,9,3.5,34,0.61,0,1,-0.315875803039206
1,9,3.1,19,-1.89,1,1,0.671570288731116
0,9,2.5,40,-1.39,0,1,1.65851470944597
1,9,3.5,39,1.16,0,0,-0.630576812115935
0,9,3,23,-1.39,1,1,1.80996825078398
1,9,3.7,40,2.07,0,1,-1.05503090824796
1,10,3.5,34,0.03,0,0,-0.227571012483624
1,9,3,36,0.37,0,0,-0.0468075900064887
1,9,3.7,28,-0.44,0,0,-0.0188729009903687
1,9,3.1,38,0.51,0,0,-0.210438030234351
1,9,3.1,27,-0.28,0,0,0.279013088206834
1,5,3.1,33,-0.77,0,1,0.21013820052029
1,6,2.8,31,0.97,0,1,0.0915302186408745
1,9,3,34,-0.15,0,1,0.0972283931770031
1,9,3.2,29,-0.33,0,1,0.208134917310374
1,9,3,33,0.61,0,1,-0.00950535328906091
1,2,3.2,31,0.31,0,1,-0.0150639212231196
1,9,3.8,37,1.85,0,1,-0.956395666328505
1,9,3,35,-0.48,0,1,0.141195620598339
0,9,3.2,32,-0.65,0,1,1.52872513765492
1,9,2.9,34,-0.97,0,1,0.303588194106301
1,9,3.1,33,-0.4,1,0,0.108762174037305
1,9,3.5,33,0.54,0,0,-0.281028665317122
0,9,2.7,32,-0.88,0,1,1.65846300429252
1,9,3.7,41,2.32,0,0,-1.15284756530569
1,5,3,32,0.51,0,1,0.0289891116532269
1,9,3.2,34,1.12,0,1,-0.249707226471118
1,9,3.4,30,-0.59,0,0,0.128236638527984
1,9,3.4,42,-0.12,0,1,-0.355119152893891
0,9,4,29,0.36,1,0,1.2856856770152
0,9,3.2,26,-1.23,0,0,1.69055375189724
1,9,2.7,39,1.63,0,1,-0.263013513722858
1,9,3.9,36,0.72,0,1,-0.697154323577227
1,9,3,30,0.94,0,1,0.0126579805685594
1,9,2.9,31,-0.97,0,0,0.350833301303759
1,9,3.4,40,0.94,0,0,-0.576792123257581
1,9,3.8,35,0.65,0,1,-0.579440320029508
1,10,3,27,-0.04,0,1,0.282296236373271
1,9,3.3,30,0.49,0,0,-0.0879267704911514
1,9,3.6,31,0.76,1,0,-0.351835815430778
0,9,3.1,26,-1.13,1,0,1.70270229836858
0,10,3,31,-1.46,0,1,1.68179481303675
1,9,3.1,45,1.33,0,1,-0.653207392909209
1,9,2.9,34,-0.26,0,0,0.171130401592863
1,9,2.5,43,0.05,0,1,0.073776041626556
1,2,2.9,36,0.32,0,1,-0.00375905666525722
1,9,3,33,0.4,0,1,0.049114295836427
1,10,3,34,-0.33,0,1,0.139734040505708
1,10,3.1,34,-0.18,0,1,0.0809768878029405
1,9,3.3,33,0.72,0,0,-0.226173503744839
1,9,3.1,28,-0.33,0,0,0.24277094612284
1,9,2.9,37,1.01,0,0,-0.177393669977926
1,9,2.8,31,1.71,0,0,-0.0608207868157862
0,9,3.4,39,0.32,0,0,1.30110437213084
1,9,2.7,32,-0.69,0,0,0.419697119806873
1,10,2.8,33,1.02,0,1,0.0142160367924689
1,9,2.3,32,0.22,0,1,0.413498202823262
1,1,3.3,36,0.61,0,0,-0.282353450613214
1,10,2.9,30,-0.37,0,0,0.310008572004046
0,9,3.1,32,-1.31,0,1,1.60986075145638
1,9,2.9,36,-0.59,0,1,0.204367201983286
0,9,2.6,23,-0.69,1,0,1.8519820156686
1,4,2.9,32,0.8,0,0,0.018905408409763
0,9,3.5,22,-0.37,1,0,1.55886688592969
1,9,2.5,21,-1.13,1,0,0.762225084666278
1,9,3.7,33,0.38,0,0,-0.364552439948412
0,9,2.5,32,-1.24,1,0,1.76910989552438
0,9,2.9,29,-0.82,1,0,1.6791491791838
1,4,2.7,35,0.32,0,1,0.148610639650283
0,2,2.4,25,-0.33,1,0,1.81906230839747
1,9,2.9,31,0.03,0,1,0.209594825620175
0,9,3.1,29,-1.17,0,1,1.65315344831322
1,9,2.8,30,-0.33,0,1,0.359878158452002
1,9,2.9,33,0,0,0,0.172452805141107
1,9,3,33,0.32,0,0,0.0561236886536588
1,9,3.4,27,1.55,0,1,-0.264419803818321
0,10,2.8,23,-1.77,1,0,1.94088479196793
1,9,2.9,36,-0.44,0,0,0.150176121026341
0,9,3.6,23,-1.42,0,1,1.63074094135622
0,9,3,30,-0.15,0,1,1.55316054349879
1,9,3.6,28,0,0,1,-0.0608760587022367
1,2,2.5,26,-0.69,0,1,0.599451332316105
1,9,4,33,-0.11,0,0,-0.424777971838286
1,7,3.4,31,-1.27,0,0,0.221620346891394
1,9,3.5,31,1.16,0,1,-0.366924390073481
1,9,3.3,45,1.34,0,0,-0.770482560651419
1,9,2.6,23,-1.16,1,0,0.69037505109095
1,9,3.4,30,1.56,0,0,-0.36250693167138
1,9,2.8,33,-0.12,1,1,0.198928414800162
0,9,2.6,38,-0.33,0,1,1.57372235855546
1,9,2.9,29,-0.55,0,1,0.327730767559858
1,9,3.3,32,0.9,0,0,-0.212527595628223
1,9,2.8,34,1.92,0,1,-0.201402208869749
1,9,2.8,22,-0.05,1,0,0.498378799347676
1,9,3,25,-0.91,1,0,0.501289262150864
1,9,3.9,32,1.31,0,0,-0.70764379901213
1,5,3.9,40,0.83,0,0,-0.886581464758552
1,9,2.4,24,-0.71,0,0,0.687183822607953
1,2,3.4,36,1.45,0,0,-0.550555214225828
1,5,3.2,31,-1.2,0,0,0.281027612959664
1,9,3,27,-0.94,1,1,0.423290093549585
0,9,3.1,32,0.36,0,1,1.4619844971452
1,10,3,31,0.87,0,1,-0.0380404687601239
1,9,3.4,33,-0.15,0,0,-0.0430935528676613
1,9,2.9,32,0.11,0,0,0.17574589998479
1,9,2.9,33,0.07,0,1,0.152931781778414
0,9,3.1,32,-0.97,0,0,1.58361806701794
1,9,3.3,28,1.02,0,0,-0.103264486621686
1,9,3.5,38,2.36,0,0,-0.955113662984297
1,9,2.9,27,-0.33,0,1,0.378972973553011
0,9,3,31,0.4,0,1,1.48587525264699
1,9,3,32,1.49,0,0,-0.156440433439126
1,9,3.2,27,1.09,0,1,-0.050746775595057
0,9,2.8,24,-1.1,1,0,1.82474313612086
1,10,3,32,-0.51,0,0,0.251852399055473
0,9,3.8,28,-1.46,1,0,1.53207988507446
1,9,2.6,40,1.22,0,0,-0.138109362504974
1,10,2.7,32,1.16,0,1,0.0766066341852325
1,9,3.1,32,0.47,0,0,-0.00648086381805472
1,9,3,35,0.22,0,0,-0.00542549431684413
1,10,2.9,39,0.8,0,0,-0.172718684709831
1,9,3.2,31,0.9,0,1,-0.142066482057105
1,9,3.4,40,1.34,0,0,-0.6675399405648
0,2,3,32,-0.33,0,1,1.55747403861226
1,9,3.9,35,1.55,0,0,-0.857508074714235
1,0,3.1,42,-0.2,0,1,-0.205002046096651
1,5,2.9,42,-0.24,0,1,-0.0692541116520752
1,5,3.6,39,1.22,0,0,-0.758460051396887
1,3,3.5,25,0,1,0,0.0729239658965181
1,5,3.4,39,-0.17,0,1,-0.261723754073772
1,6,3.8,43,1.01,0,0,-0.960745103224877
